Timestamp,Ticker,Accuracy,Features
2025-08-10 22:27:25.816024,AAPL,0.7391304347826086,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:27:30.246114,MSFT,0.6086956521739131,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:27:34.619702,GOOG,0.7391304347826086,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:27:38.967837,AMZN,0.391304347826087,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:27:43.438098,TSLA,0.6521739130434783,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:42:05.559161,AAPL,0.7391304347826086,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:42:10.428363,MSFT,0.6086956521739131,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:42:14.780295,GOOG,0.7391304347826086,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:42:19.268018,AMZN,0.391304347826087,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:42:23.657393,TSLA,0.6521739130434783,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:45:49.242209,RELIANCE.NS,0.4918032786885246,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:45:54.066217,TCS.NS,0.45901639344262296,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:45:58.910122,HDFCBANK.NS,0.45901639344262296,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:46:03.846068,INFY.NS,0.4918032786885246,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:46:09.180221,ICICIBANK.NS,0.4918032786885246,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:46:14.485264,HINDUNILVR.NS,0.6721311475409836,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:46:19.440482,SBIN.NS,0.45901639344262296,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:46:24.426898,BHARTIARTL.NS,0.5081967213114754,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:46:29.412017,ITC.NS,0.6065573770491803,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:46:37.777367,LT.NS,0.5573770491803278,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:46:44.605174,KOTAKBANK.NS,0.4262295081967213,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:46:51.619101,AXISBANK.NS,0.47540983606557374,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:46:58.289325,WIPRO.NS,0.4426229508196721,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:47:05.020390,ASIANPAINT.NS,0.4098360655737705,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:47:11.520592,MARUTI.NS,0.45901639344262296,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:47:18.199029,TITAN.NS,0.4426229508196721,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:47:24.889650,BAJFINANCE.NS,0.6557377049180327,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:47:30.021586,HCLTECH.NS,0.6229508196721312,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:47:36.740232,ULTRACEMCO.NS,0.4918032786885246,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:47:43.248848,NTPC.NS,0.45901639344262296,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:51:11.660303,RELIANCE.NS,0.6956521739130435,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:51:14.630032,HDFCBANK.NS,0.5217391304347826,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:51:18.116656,TCS.NS,0.5652173913043478,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:54:08.809322,RELIANCE.NS,0.6956521739130435,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:54:11.918954,HDFCBANK.NS,0.5217391304347826,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:54:15.732528,TCS.NS,0.5652173913043478,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:54:20.297510,INFY.NS,0.43478260869565216,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:54:23.131823,HINDUNILVR.NS,0.5217391304347826,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:54:25.158864,ICICIBANK.NS,0.6086956521739131,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:54:27.107349,BHARTIARTL.NS,0.5652173913043478,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:54:32.500403,ITC.NS,0.6956521739130435,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:54:36.934477,BAJFINANCE.NS,0.5652173913043478,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:54:43.173515,WIPRO.NS,0.5652173913043478,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:54:47.770438,HCLTECH.NS,0.5217391304347826,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:54:50.796162,SBIN.NS,0.5652173913043478,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:54:56.169582,LT.NS,0.5217391304347826,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:55:00.772247,AXISBANK.NS,0.6521739130434783,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
2025-08-10 22:55:05.694744,ASIANPAINT.NS,0.5652173913043478,"Model: Decision Tree, RSI, MACD, Volume, BB, MA"
